Year,Ministry,Department,Budget,Budget Type,Value
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Payroll,Actual Spent     ,"12,680,600"
2012,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Payroll,Original Budget     ,"24,577,693"
2012,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Operations,Actual Spent     ,"27,024,474"
2012,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Operations,Original Budget     ,"33,802,113"
2012,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Payroll,Actual Spent     ,"14,044,931"
2012,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Payroll,Original Budget     ,"18,344,501"
2012,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Operations,Actual Spent     ,"64,428,454"
2012,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Operations,Original Budget     ,"53,898,830"
2012,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Payroll,Actual Spent     ,"73,574,458"
2012,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Payroll,Original Budget     ,"71,923,354"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent     ,"158,172,437"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Original Budget     ,"158,852,262"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Actual Spent     ,"204,848,954"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Payroll,Original Budget     ,"285,995,743"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Actual Spent     ,"489,810,328"
2012,Ministry of Infrastructure and Public Utilities,Department of Public Works,Operations,Original Budget     ,"500,000,000"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Operations,Actual Spent     ,"10,587,469"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Operations,Original Budget     ,"8,237,522"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Payroll,Actual Spent     ,"41,628,749"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Payroll,Original Budget     ,"46,913,304"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Operations,Actual Spent     ,"117,994,986"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Operations,Original Budget     ,"107,741,288"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Payroll,Actual Spent     ,"133,712,261"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Payroll,Original Budget     ,"145,372,747"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Actual Spent     ,"2,089,056"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Original Budget     ,"1,574,245"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Payroll,Actual Spent     ,"8,405,974"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Payroll,Original Budget     ,"11,784,506"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Actual Spent     ,"6,258,280"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Operations,Original Budget     ,"5,008,102"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Payroll,Actual Spent     ,"6,165,906"
2012,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Payroll,Original Budget     ,"6,043,106"
2012,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Operations,Actual Spent     ,"2,442,900"
2012,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Operations,Original Budget     ,"3,516,855"
2012,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Payroll,Actual Spent     ,"37,519,339"
2012,Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Payroll,Original Budget     ,"32,314,830"
2012,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Operations,Actual Spent     ,"6,909,934"
2012,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Operations,Original Budget     ,"2,820,000"
2012,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Payroll,Actual Spent     ,"35,567,703"
2012,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Payroll,Original Budget     ,"38,028,678"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent     ,"3,957,532"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Original Budget     ,"4,198,571"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Payroll,Actual Spent     ,"18,791,691"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Payroll,Original Budget     ,"18,274,263"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent     ,"52,105,165"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Original Budget     ,"53,500,000"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Actual Spent     ,"26,439,401"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Operations,Original Budget     ,"25,298,200"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Payroll,Actual Spent     ,"1,989,741"
2012,Ministry of Youth Development and Sports,Department of Youth and Sport,Payroll,Original Budget     ,"3,565,368"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Operations,Actual Spent     ,"8,566,190"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Operations,Original Budget     ,"10,141,439"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Payroll,Actual Spent     ,"34,534,362"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Payroll,Original Budget     ,"32,252,784"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Payroll,Actual Spent     ,"10,995,971"
2012,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Payroll,Original Budget     ,"10,832,616"
2012,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Operations,Actual Spent     ,"41,952,323"
2012,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Operations,Original Budget     ,"19,637,872"
2012,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Payroll,Actual Spent     ,"31,693"
2012,Ministry of Justice and Social Welfare,Department of Womens Affairs,Operations,Actual Spent     ,"16,107,215"
2012,Ministry of Justice and Social Welfare,Department of Womens Affairs,Operations,Original Budget     ,"16,172,572"
2012,Ministry of Justice and Social Welfare,Department of Womens Affairs,Payroll,Actual Spent     ,"20,649,573"
2012,Ministry of Justice and Social Welfare,Department of Womens Affairs,Payroll,Original Budget     ,"21,355,225"
2012,Ministry of Justice and Social Welfare,Correctional Services,Operations,Actual Spent     ,"69,992,459"
2012,Ministry of Justice and Social Welfare,Correctional Services,Operations,Original Budget     ,"194,482,229"
2012,Ministry of Justice and Social Welfare,Correctional Services,Payroll,Actual Spent     ,"149,006,940"
2012,Ministry of Justice and Social Welfare,Correctional Services,Payroll,Original Budget     ,"143,234,928"
2012,Ministry of Justice and Social Welfare,Customary land management Office,Operations,Actual Spent     ,"253,747"
2012,Ministry of Justice and Social Welfare,Customary land management Office,Operations,Original Budget     ,"717,498"
2012,Ministry of Justice and Social Welfare,Customary land management Office,Payroll,Actual Spent     ,"5,821,681"
2012,Ministry of Justice and Social Welfare,Customary land management Office,Payroll,Original Budget     ,"4,389,261"
2012,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Operations,Actual Spent     ,"4,015,099"
2012,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Operations,Original Budget     ,"4,662,163"
2012,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Payroll,Actual Spent     ,"2,349,211"
2012,Ministry of Justice and Social Welfare,Vanuatu Law Commission,Payroll,Original Budget     ,"2,348,237"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Operations,Actual Spent     ,"8,910,616"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Operations,Original Budget     ,"10,770,616"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Payroll,Actual Spent     ,"11,978,976"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Payroll,Original Budget     ,"14,702,288"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Actual Spent     ,"4,261,032"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Original Budget     ,"2,235,000"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Actual Spent     ,"4,810,872"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Original Budget     ,"6,323,520"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Actual Spent     ,"9,522,710"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Operations,Original Budget     ,"9,500,000"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Actual Spent     ,"7,373,708"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Payroll,Original Budget     ,"9,120,685"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Operations,Actual Spent     ,"1,654,601"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Operations,Original Budget     ,"1,364,146"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Payroll,Actual Spent     ,"14,685,160"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Payroll,Original Budget     ,"15,154,445"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Actual Spent     ,"24,768,890"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Original Budget     ,"23,751,535"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Actual Spent     ,"79,663,343"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Original Budget     ,"78,948,451"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Actual Spent     ,"7,979,097"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Operations,Original Budget     ,"7,980,001"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Actual Spent     ,"11,466,619"
2012,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Payroll,Original Budget     ,"11,833,672"
2013,Constitutional Agencies,President of the Republic,Operations,Actual Spent     ,"16,200,482"
2013,Constitutional Agencies,President of the Republic,Operations,Original Budget     ,"15,765,073"
2013,Constitutional Agencies,President of the Republic,Payroll,Actual Spent     ,"24,136,992"
2013,Constitutional Agencies,President of the Republic,Payroll,Original Budget     ,"24,472,736"
2013,Constitutional Agencies,Parliament,Operations,Actual Spent     ,"330,423,786"
