Year,Series,Ministry,Department,Unit,Value
2024,Original Budget,"Ministry of Fisheries, Oceans and Maritime Affairs",,Millions in Vatu (VUV),607
2024,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",,Millions in Vatu (VUV),796
2024,Original Budget,Ministry of Health,,Millions in Vatu (VUV),4374
2024,Original Budget,Ministry of Infrastructure and Public Utilities,,Millions in Vatu (VUV),7422
2024,Original Budget,Ministry of Internal Affairs,,Millions in Vatu (VUV),4011
2024,Original Budget,"Ministry of Lands, Mines & Water Resources",,Millions in Vatu (VUV),2101
2024,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",,Millions in Vatu (VUV),1347
2024,Original Budget,Ministry of Youth Development and Sports,,Millions in Vatu (VUV),67
2024,Original Budget,"Ministry of Youth, Justice and Community Services",,Millions in Vatu (VUV),1184
2024,Original Budget,Prime Ministers Ministry,,Millions in Vatu (VUV),2094
2004,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),3
2004,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),82
2004,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),12
2004,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),27
2004,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),38
2004,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),279
2004,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),19
2004,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),21
2004,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),59
2004,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),14
2004,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),34
2004,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),20
2004,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),75
2004,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),96
2004,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),38
2004,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),52
2004,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),4
2004,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),3
2004,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),35
2004,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),19
2004,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),19
2004,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),1902
2004,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),21
2004,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),197
2004,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),2324
2004,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),21
2004,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),49
2004,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),26
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),22
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),107
2004,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),29
2004,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),914
2004,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),29
2004,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),35
2004,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),43
2004,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),476
2004,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),38
2004,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),7
2004,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),27
2004,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),26
2004,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),258
2004,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),48
2004,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),20
2004,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),542
2004,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),16
2004,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),18
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),116
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),29
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),5
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),21
2004,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),33
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),35
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),9
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),28
2004,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),14
2004,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),19
2004,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),11
2004,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),16
2004,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),54
2005,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),3
2005,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),102
2005,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),12
2005,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),27
2005,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),38
2005,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),379
2005,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),24
2005,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),22
2005,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),58
2005,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),14
2005,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),50
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),31
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),75
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),96
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),38
2005,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),52
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),12
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),7
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),46
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),24
2005,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),24
2005,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),1970
2005,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),23
2005,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),190
2005,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),2346
2005,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),23
2005,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),55
2005,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),27
2005,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),23
2005,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),114
2005,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),25
2005,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),951
2005,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),31
2005,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),36
2005,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),54
2005,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),468
2005,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),49
2005,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),7
2005,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),43
2005,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),27
2005,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),263
2005,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),14
2005,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),115
2005,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),554
2005,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),23
2005,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),20
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),105
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),37
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),7
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),24
2005,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),24
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),35
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),14
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),31
2005,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),19
2005,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),24
2005,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),13
2005,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),16
2005,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),66
2006,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),3
