Year,Series,Ministry,Department,Unit,Value
2007,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),7
2007,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),20
2007,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),26
2007,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),34
2007,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),20
2007,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),40
2007,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),23
2007,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),26
2007,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),35
2007,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),29
2007,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),87
2008,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2008,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),133
2008,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),33
2008,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2008,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),48
2008,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),565
2008,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),24
2008,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),30
2008,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),98
2008,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),31
2008,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),63
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),37
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),86
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),106
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),43
2008,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),61
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),10
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),7
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),107
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),26
2008,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),26
2008,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),3159
2008,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),27
2008,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),269
2008,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),3152
2008,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),30
2008,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),77
2008,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),48
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),138
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),180
2008,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),40
2008,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1431
2008,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),41
2008,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),48
2008,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),136
2008,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1004
2008,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),77
2008,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),8
2008,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),65
2008,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),41
2008,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),298
2008,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),63
2008,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),103
2008,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),654
2008,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),85
2008,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),25
2008,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),41
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),91
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),42
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),15
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),24
2008,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),44
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),28
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),18
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),38
2008,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),27
2008,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),49
2008,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),26
2008,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),32
2008,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),26
2008,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),85
2009,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2009,Original Budget,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2009,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),177
2009,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),32
2009,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2009,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),52
2009,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),464
2009,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),45
2009,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),37
2009,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),111
2009,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),38
2009,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),72
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),43
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),86
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),106
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),78
2009,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),69
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),18
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),10
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),133
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),31
2009,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),31
2009,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),3178
2009,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),33
2009,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),276
2009,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),3372
2009,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),54
2009,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),78
2009,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),56
2009,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),29
2009,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),229
2009,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),38
2009,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1394
2009,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),57
2009,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),78
2009,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),111
2009,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),936
2009,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),122
2009,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),9
2009,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),133
2009,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),43
2009,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),307
2009,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),52
2009,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),93
2009,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),682
2009,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),115
2009,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),33
2009,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),8
2009,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),47
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),28
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),109
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),60
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),15
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),22
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),50
2009,Original Budget,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),7
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),92
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),33
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),42
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),130
2009,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),27
2009,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),72
2009,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),32
2009,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),57
2009,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),32
2009,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),89
2010,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2010,Original Budget,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2010,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),187
2010,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),34
2010,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2010,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),52
2010,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),464
2010,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),42
2010,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),39
2010,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),110
2010,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),45
2010,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),86
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),51
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),116
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),126
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),98
2010,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),61
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),18
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),19
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),33
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),139
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),41
2010,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),41
2010,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),3424
2010,Original Budget,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),158
2010,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),41
2010,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),350
2010,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),3561
2010,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),54
2010,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),39
2010,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),52
2010,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),85
2010,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),51
2010,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),251
2010,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),59
2010,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1677
2010,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),59
2010,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),47
2010,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),110
2010,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),1003
2010,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),109
2010,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),10
2010,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),80
2010,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),58
2010,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),308
2010,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),34
2010,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),125
2010,Original Budget,Ministry of Internal Affairs,Police Service Commission,Millions in Vatu (VUV),6
2010,Original Budget,Ministry of Internal Affairs,Vanuatu Police Force,Millions in Vatu (VUV),759
2010,Original Budget,Ministry of Justice and Social Welfare,Correctional Services,Millions in Vatu (VUV),120
2010,Original Budget,Ministry of Justice and Social Welfare,Department of Womens Affairs,Millions in Vatu (VUV),39
2010,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice & Social Welfare Corporate Service Unit,Millions in Vatu (VUV),28
2010,Original Budget,Ministry of Justice and Social Welfare,Ministry of Justice and Community Service,Millions in Vatu (VUV),54
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Cabinet Operations,Millions in Vatu (VUV),38
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Corporate Services,Millions in Vatu (VUV),88
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Geology and Mines,Millions in Vatu (VUV),47
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Records,Millions in Vatu (VUV),17
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Land Survey,Millions in Vatu (VUV),32
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Department of Lands,Millions in Vatu (VUV),52
2010,Original Budget,"Ministry of Lands, Mines & Water Resources",Valuer General,Millions in Vatu (VUV),11
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Cooperatives and Ni-Vanuatu Business Development,Millions in Vatu (VUV),62
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Department of Tourism,Millions in Vatu (VUV),47
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business","Ministry of Commerce, Industry and Tourism Cabinet",Millions in Vatu (VUV),47
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Trade and Ni Vanuatu Business Corporate Service Unit,Millions in Vatu (VUV),132
2010,Original Budget,"Ministry of Tourism, Trade, Commerce and Ni- Vanuatu Business",Vanuatu Investment Promotion Authority,Millions in Vatu (VUV),39
2010,Original Budget,Ministry of Youth Development and Sports,Department of Youth and Sport,Millions in Vatu (VUV),112
2010,Original Budget,Ministry of Youth Development and Sports,Ministry of Youth Development and Training,Millions in Vatu (VUV),38
2010,Original Budget,Prime Ministers Ministry,Department of Strategic Policy Cordination & Corporate Services,Millions in Vatu (VUV),55
2010,Original Budget,Prime Ministers Ministry,Language Services Department,Millions in Vatu (VUV),30
2010,Original Budget,Prime Ministers Ministry,Prime Ministers Cabinet,Millions in Vatu (VUV),104
2011,Original Budget,Constitutional Agencies,Citizenship Office,Millions in Vatu (VUV),4
2011,Original Budget,Constitutional Agencies,Judicial Services Commission,Millions in Vatu (VUV),1
2011,Original Budget,Constitutional Agencies,Judiciary,Millions in Vatu (VUV),194
2011,Original Budget,Constitutional Agencies,Malvatumauri Council of Chiefs,Millions in Vatu (VUV),32
2011,Original Budget,Constitutional Agencies,National Audit Office,Millions in Vatu (VUV),33
2011,Original Budget,Constitutional Agencies,Office of the Ombudsman,Millions in Vatu (VUV),52
2011,Original Budget,Constitutional Agencies,Parliament,Millions in Vatu (VUV),466
2011,Original Budget,Constitutional Agencies,President of the Republic,Millions in Vatu (VUV),42
2011,Original Budget,Constitutional Agencies,Public Prosecutor,Millions in Vatu (VUV),39
2011,Original Budget,Constitutional Agencies,Public Service Commission,Millions in Vatu (VUV),100
2011,Original Budget,Constitutional Agencies,Public Solicitor,Millions in Vatu (VUV),44
2011,Original Budget,Constitutional Agencies,State Law Office,Millions in Vatu (VUV),94
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity","Agriculture, Quarantine, Forestry and Fisheries Cabinet",Millions in Vatu (VUV),59
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Agriculture,Millions in Vatu (VUV),116
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Biosecurity,Millions in Vatu (VUV),128
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Fisheries,Millions in Vatu (VUV),111
2011,Original Budget,"Ministry of Agriculture, Livestock, Forestry, Fisheries and Biosecurity",Department of Forestry,Millions in Vatu (VUV),61
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Energy Department,Millions in Vatu (VUV),28
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Environment Department,Millions in Vatu (VUV),16
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",National Disaster Management Office,Millions in Vatu (VUV),33
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Vanuatu Meteorological Services,Millions in Vatu (VUV),124
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Cooperatives and Ni-Vanuatu Business Development Services,Millions in Vatu (VUV),36
2011,Original Budget,"Ministry of Climate Change Adaptation, Geohazards, Meteorology and Energy",Ministry of Ni-Vanuatu Business Development & Coops Cabinet,Millions in Vatu (VUV),36
2011,Original Budget,Ministry of Education & Training,Director General Directorate,Millions in Vatu (VUV),3609
2011,Original Budget,Ministry of Education & Training,Education Commissions and Councils,Millions in Vatu (VUV),111
2011,Original Budget,Ministry of Education & Training,MoE Cabinet,Millions in Vatu (VUV),44
2011,Original Budget,Ministry of Finance and Economic Management,Department of Customs and Inland Revenue,Millions in Vatu (VUV),328
2011,Original Budget,Ministry of Finance and Economic Management,Department of Finance & Treasury,Millions in Vatu (VUV),3185
2011,Original Budget,Ministry of Finance and Economic Management,Economic Research & Expenditure Analysis Unit,Millions in Vatu (VUV),24
2011,Original Budget,Ministry of Finance and Economic Management,MFEM Cabinet,Millions in Vatu (VUV),44
2011,Original Budget,Ministry of Finance and Economic Management,MFEM Corporate Services,Millions in Vatu (VUV),52
2011,Original Budget,Ministry of Finance and Economic Management,National Statistics Office,Millions in Vatu (VUV),64
2011,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade","Department of External Trade, Industry and Investment",Millions in Vatu (VUV),50
2011,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Department of Foreign Affairs,Millions in Vatu (VUV),254
2011,Original Budget,"Ministry of Foreign Affairs, International Cooperation and External Trade",Ministry of Foreign Affairs Cabinet,Millions in Vatu (VUV),56
2011,Original Budget,Ministry of Health,Department of Health,Millions in Vatu (VUV),1537
2011,Original Budget,Ministry of Health,Health Cabinet,Millions in Vatu (VUV),59
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Civil Aviation Authority,Millions in Vatu (VUV),53
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Ports and Harbours,Millions in Vatu (VUV),128
2011,Original Budget,Ministry of Infrastructure and Public Utilities,Department of Public Works,Millions in Vatu (VUV),960
2011,Original Budget,Ministry of Infrastructure and Public Utilities,MIPU Cabinet,Millions in Vatu (VUV),147
2011,Original Budget,Ministry of Internal Affairs,Civil Registry Office,Millions in Vatu (VUV),11
2011,Original Budget,Ministry of Internal Affairs,Department of Immigration,Millions in Vatu (VUV),82
2011,Original Budget,Ministry of Internal Affairs,Department of Labour,Millions in Vatu (VUV),58
2011,Original Budget,Ministry of Internal Affairs,Department of Provincial Affairs,Millions in Vatu (VUV),333
2011,Original Budget,Ministry of Internal Affairs,Electoral Office,Millions in Vatu (VUV),36
2011,Original Budget,Ministry of Internal Affairs,Internal Affairs Cabinet,Millions in Vatu (VUV),108
