Year,Province,Constituency,Area Council,Sex,Age,GeoCode,Value
2016,,,ureparapara,,0-4,VU01066,63
2016,,,ureparapara,,5-9,VU01066,69
2016,,,ureparapara,,10-14,VU01066,59
2016,,,ureparapara,,15-19,VU01066,32
2016,,,ureparapara,,20-24,VU01066,34
2016,,,ureparapara,,25-29,VU01066,33
2016,,,ureparapara,,30-34,VU01066,31
2016,,,ureparapara,,35-39,VU01066,36
2016,,,ureparapara,,40-44,VU01066,19
2016,,,ureparapara,,45-49,VU01066,32
2016,,,ureparapara,,50-54,VU01066,13
2016,,,ureparapara,,55-59,VU01066,9
2016,,,ureparapara,,60-64,VU01066,13
2016,,,ureparapara,,65+,VU01066,13
2016,,,vanua lava,,0-4,VU01054,460
2016,,,vanua lava,,5-9,VU01054,414
2016,,,vanua lava,,10-14,VU01054,391
2016,,,vanua lava,,15-19,VU01054,390
2016,,,vanua lava,,20-24,VU01054,243
2016,,,vanua lava,,25-29,VU01054,275
2016,,,vanua lava,,30-34,VU01054,212
2016,,,vanua lava,,35-39,VU01054,136
2016,,,vanua lava,,40-44,VU01054,162
2016,,,vanua lava,,45-49,VU01054,126
2016,,,vanua lava,,50-54,VU01054,124
2016,,,vanua lava,,55-59,VU01054,79
2016,,,vanua lava,,60-64,VU01054,42
2016,,,vanua lava,,65+,VU01054,105
2016,,,varisu,,0-4,VU05030,300
2016,,,varisu,,5-9,VU05030,199
2016,,,varisu,,10-14,VU05030,153
2016,,,varisu,,15-19,VU05030,113
2016,,,varisu,,20-24,VU05030,166
2016,,,varisu,,25-29,VU05030,124
2016,,,varisu,,30-34,VU05030,98
2016,,,varisu,,35-39,VU05030,89
2016,,,varisu,,40-44,VU05030,78
2016,,,varisu,,45-49,VU05030,85
2016,,,varisu,,50-54,VU05030,64
2016,,,varisu,,55-59,VU05030,34
2016,,,varisu,,60-64,VU05030,35
2016,,,varisu,,65+,VU05030,80
2016,,,vermali,,0-4,VU05029,260
2016,,,vermali,,5-9,VU05029,251
2016,,,vermali,,10-14,VU05029,241
2016,,,vermali,,15-19,VU05029,331
2016,,,vermali,,20-24,VU05029,183
2016,,,vermali,,25-29,VU05029,156
2016,,,vermali,,30-34,VU05029,122
2016,,,vermali,,35-39,VU05029,79
2016,,,vermali,,40-44,VU05029,82
2016,,,vermali,,45-49,VU05029,96
2016,,,vermali,,50-54,VU05029,81
2016,,,vermali,,55-59,VU05029,48
2016,,,vermali,,60-64,VU05029,40
2016,,,vermali,,65+,VU05029,110
2016,,,vermaul,,0-4,VU05028,241
2016,,,vermaul,,5-9,VU05028,215
2016,,,vermaul,,10-14,VU05028,148
2016,,,vermaul,,15-19,VU05028,136
2016,,,vermaul,,20-24,VU05028,155
2016,,,vermaul,,25-29,VU05028,93
2016,,,vermaul,,30-34,VU05028,82
2016,,,vermaul,,35-39,VU05028,97
2016,,,vermaul,,40-44,VU05028,72
2016,,,vermaul,,45-49,VU05028,57
2016,,,vermaul,,50-54,VU05028,46
2016,,,vermaul,,55-59,VU05028,39
2016,,,vermaul,,60-64,VU05028,34
2016,,,vermaul,,65+,VU05028,46
2016,,,west ambae,,0-4,VU03052,521
2016,,,west ambae,,5-9,VU03052,550
2016,,,west ambae,,10-14,VU03052,532
2016,,,west ambae,,15-19,VU03052,438
2016,,,west ambae,,20-24,VU03052,276
2016,,,west ambae,,25-29,VU03052,248
2016,,,west ambae,,30-34,VU03052,216
2016,,,west ambae,,35-39,VU03052,215
2016,,,west ambae,,40-44,VU03052,174
2016,,,west ambae,,45-49,VU03052,155
2016,,,west ambae,,50-54,VU03052,178
2016,,,west ambae,,55-59,VU03052,113
2016,,,west ambae,,60-64,VU03052,119
2016,,,west ambae,,65+,VU03052,249
2016,,,west ambrym,,0-4,VU04010,368
2016,,,west ambrym,,5-9,VU04010,375
2016,,,west ambrym,,10-14,VU04010,426
2016,,,west ambrym,,15-19,VU04010,293
2016,,,west ambrym,,20-24,VU04010,226
2016,,,west ambrym,,25-29,VU04010,201
2016,,,west ambrym,,30-34,VU04010,160
2016,,,west ambrym,,35-39,VU04010,154
2016,,,west ambrym,,40-44,VU04010,156
2016,,,west ambrym,,45-49,VU04010,119
2016,,,west ambrym,,50-54,VU04010,111
2016,,,west ambrym,,55-59,VU04010,99
2016,,,west ambrym,,60-64,VU04010,83
2016,,,west ambrym,,65+,VU04010,173
2016,,,west malo,,0-4,VU02043,383
2016,,,west malo,,5-9,VU02043,308
2016,,,west malo,,10-14,VU02043,247
2016,,,west malo,,15-19,VU02043,172
2016,,,west malo,,20-24,VU02043,198
2016,,,west malo,,25-29,VU02043,188
2016,,,west malo,,30-34,VU02043,137
2016,,,west malo,,35-39,VU02043,115
2016,,,west malo,,40-44,VU02043,110
2016,,,west malo,,45-49,VU02043,97
2016,,,west malo,,50-54,VU02043,98
2016,,,west malo,,55-59,VU02043,98
2016,,,west malo,,60-64,VU02043,55
2016,,,west malo,,65+,VU02043,147
2016,,,west santo,,0-4,VU02048,502
2016,,,west santo,,5-9,VU02048,541
2016,,,west santo,,10-14,VU02048,384
2016,,,west santo,,15-19,VU02048,224
2016,,,west santo,,20-24,VU02048,223
2016,,,west santo,,25-29,VU02048,236
2016,,,west santo,,30-34,VU02048,208
2016,,,west santo,,35-39,VU02048,238
2016,,,west santo,,40-44,VU02048,124
2016,,,west santo,,45-49,VU02048,98
2016,,,west santo,,50-54,VU02048,62
2016,,,west santo,,55-59,VU02048,64
2016,,,west santo,,60-64,VU02048,41
2016,,,west santo,,65+,VU02048,127
2016,,,west tanna,,0-4,VU06023,1331
2016,,,west tanna,,5-9,VU06023,1397
2016,,,west tanna,,10-14,VU06023,1085
2016,,,west tanna,,15-19,VU06023,711
2016,,,west tanna,,20-24,VU06023,655
2016,,,west tanna,,25-29,VU06023,702
2016,,,west tanna,,30-34,VU06023,524
2016,,,west tanna,,35-39,VU06023,473
2016,,,west tanna,,40-44,VU06023,396
2016,,,west tanna,,45-49,VU06023,323
2016,,,west tanna,,50-54,VU06023,251
2016,,,west tanna,,55-59,VU06023,218
2016,,,west tanna,,60-64,VU06023,156
2016,,,west tanna,,65+,VU06023,345
2016,,,whitesands,,0-4,VU06024,973
2016,,,whitesands,,5-9,VU06024,1127
2016,,,whitesands,,10-14,VU06024,925
2016,,,whitesands,,15-19,VU06024,613
2016,,,whitesands,,20-24,VU06024,520
2016,,,whitesands,,25-29,VU06024,570
2016,,,whitesands,,30-34,VU06024,376
2016,,,whitesands,,35-39,VU06024,317
2016,,,whitesands,,40-44,VU06024,230
2016,,,whitesands,,45-49,VU06024,240
2016,,,whitesands,,50-54,VU06024,175
2016,,,whitesands,,55-59,VU06024,202
2016,,,whitesands,,60-64,VU06024,142
2016,,,whitesands,,65+,VU06024,332
2017,,,,,,,278798
2017,Malampa,,,,,VU04,41880
2017,Penama,,,,,VU03,33291
2017,Sanma,,,,,VU02,55445
2017,Shefa,,,,,VU05,99873
2017,Tafea,,,,,VU06,37912
2017,Torba,,,,,VU01,10397
2017,,Ambae,,,,,11942
2017,,Ambrym,,,,,7830
2017,,Banks,,,,,9352
2017,,Efate,,,,,36505
2017,,Epi,,,,,6762
2017,,Luganville,,,,,16692
2017,,Maewo,,,,,3748
2017,,Malekula,,,,,32290
2017,,Malo,,,,,4467
2017,,Paama,,,,,1760
2017,,Pentecost,,,,,17601
2017,,Port Vila,,,,,52634
2017,,Santo Rural,,,,,34287
2017,,Shepherds,,,,,1235
2017,,Tafea Outer Islands,,,,,4731
2017,,Tanna,,,,,33181
2017,,Tongoa,,,,,2737
2017,,Torres,,,,,1046
2017,,,aneityum,,,VU06021,1466
2017,,,aniwa,,,VU06005,430
2017,,,canal - fanafo,,,VU02061,5030
2017,,,central malekula,,,VU04008,6412
2017,,,central pentecost 1,,,VU03060,2709
2017,,,central pentecost 2,,,VU03018,3952
2017,,,east ambae,,,VU03051,2298
2017,,,east malo,,,VU02042,2059
2017,,,east santo,,,VU02056,4794
2017,,,emau,,,VU05034,701
2017,,,erakor,,,VU05040,9125
2017,,,eratap,,,VU05003,6794
2017,,,eton,,,VU05037,3600
2017,,,futuna,,,VU06004,676
2017,,,gaua,,,VU01053,2636
2017,,,ifira,,,VU05039,1214
2017,,,luganville,,,VU02001,16692
2017,,,makimae,,,VU05033,1235
2017,,,malorua,,,VU05041,2984
2017,,,mele,,,VU05057,4848
2017,,,merelava,,,VU01065,602
2017,,,middle bush tanna,,,VU06062,6147
2017,,,mota,,,VU01064,698
2017,,,motalava,,,VU01063,1717
2017,,,nguna,,,VU05036,1768
2017,,,north ambae,,,VU03050,4014
2017,,,north ambrym,,,VU04011,3229
2017,,,north east malekula,,,VU04007,7329
2017,,,north efate,,,VU05035,3056
2017,,,north erromango,,,VU06019,1526
2017,,,north maewo,,,VU03014,2417
2017,,,north pentecost,,,VU03017,6061
2017,,,north santo,,,VU02047,4857
2017,,,north tanna,,,VU06026,4283
2017,,,north tongoa,,,VU05031,1727
2017,,,north west malekula,,,VU04006,5643
2017,,,north west santo,,,VU02044,1736
2017,,,paama,,,VU04013,1760
2017,,,pango,,,VU05038,2414
2017,,,port vila,,,VU05002,52634
2017,,,south ambae,,,VU03049,1552
2017,,,south east ambrym,,,VU04012,1588
2017,,,south east malekula,,,VU04009,5260
2017,,,south east santo,,,VU02046,6095
2017,,,south epi,,,VU05027,1483
2017,,,south erromango,,,VU06020,632
2017,,,south maewo,,,VU03015,1331
2017,,,south malekula,,,VU04058,3998
2017,,,south pentecost,,,VU03016,4880
2017,,,south santo,,,VU02045,8630
2017,,,south tanna,,,VU06022,1363
2017,,,south west malekula,,,VU04059,3649
2017,,,south west tanna,,,VU06023,5723
2017,,,tongariki,,,VU05032,1010
2017,,,torres,,,VU01055,1046
2017,,,ureparapara,,,VU01066,467
2017,,,vanua lava,,,VU01054,3232
2017,,,varisu,,,VU05030,1656
2017,,,vermali,,,VU05029,2128
2017,,,vermaul,,,VU05028,1495
2017,,,west ambae,,,VU03052,4077
2017,,,west ambrym,,,VU04010,3012
2017,,,west malo,,,VU02043,2408
2017,,,west santo,,,VU02048,3143
2017,,,west tanna,,,VU06023,8766
2017,,,whitesands,,,VU06024,6899
2017,,,,Male,,,141482
2017,,,,Female,,,137316
2017,,,,,0-4,,39842
2017,,,,,5-9,,38012
2017,,,,,10-14,,30540
2017,,,,,15-19,,26505
2017,,,,,20-24,,25440
2017,,,,,25-29,,23567
2017,,,,,30-34,,18487
2017,,,,,35-39,,16611
2017,,,,,40-44,,13559
2017,,,,,45-49,,12108
2017,,,,,50-54,,9546
2017,,,,,55-59,,7395
2017,,,,,60-64,,5482
2017,,,,,65+,,11703
2017,Malampa,,,Male,,VU04,21170
2017,Penama,,,Male,,VU03,16934
2017,Sanma,,,Male,,VU02,28550
2017,Shefa,,,Male,,VU05,50694
2017,Tafea,,,Male,,VU06,18861
2017,Torba,,,Male,,VU01,5273
2017,Malampa,,,Female,,VU04,20710
2017,Penama,,,Female,,VU03,16357
2017,Sanma,,,Female,,VU02,26895
2017,Shefa,,,Female,,VU05,49179
2017,Tafea,,,Female,,VU06,19051
2017,Torba,,,Female,,VU01,5125
2017,Malampa,,,,0-4,VU04,6060
2017,Malampa,,,,5-9,VU04,6147
2017,Malampa,,,,10-14,VU04,4861
2017,Malampa,,,,15-19,VU04,3647
2017,Malampa,,,,20-24,VU04,2954
2017,Malampa,,,,25-29,VU04,3070
2017,Malampa,,,,30-34,VU04,2760
2017,Malampa,,,,35-39,VU04,2503
2017,Malampa,,,,40-44,VU04,2022
2017,Malampa,,,,45-49,VU04,1769
2017,Malampa,,,,50-54,VU04,1508
2017,Malampa,,,,55-59,VU04,1167
2017,Malampa,,,,60-64,VU04,1001
2017,Malampa,,,,65+,VU04,2413
2017,Penama,,,,0-4,VU03,5064
2017,Penama,,,,5-9,VU03,5063
2017,Penama,,,,10-14,VU03,3998
2017,Penama,,,,15-19,VU03,2940
2017,Penama,,,,20-24,VU03,2469
2017,Penama,,,,25-29,VU03,2362
2017,Penama,,,,30-34,VU03,1988
2017,Penama,,,,35-39,VU03,1858
2017,Penama,,,,40-44,VU03,1535
2017,Penama,,,,45-49,VU03,1468
2017,Penama,,,,50-54,VU03,1164
2017,Penama,,,,55-59,VU03,901
2017,Penama,,,,60-64,VU03,696
2017,Penama,,,,65+,VU03,1784
2017,Sanma,,,,0-4,VU02,8306
2017,Sanma,,,,5-9,VU02,7566
2017,Sanma,,,,10-14,VU02,5974
2017,Sanma,,,,15-19,VU02,5943
2017,Sanma,,,,20-24,VU02,5268
2017,Sanma,,,,25-29,VU02,4451
2017,Sanma,,,,30-34,VU02,3656
2017,Sanma,,,,35-39,VU02,3290
2017,Sanma,,,,40-44,VU02,2550
2017,Sanma,,,,45-49,VU02,2213
2017,Sanma,,,,50-54,VU02,1757
2017,Sanma,,,,55-59,VU02,1301
2017,Sanma,,,,60-64,VU02,1027
2017,Sanma,,,,65+,VU02,2143
2017,Shefa,,,,0-4,VU05,12843
2017,Shefa,,,,5-9,VU05,11435
2017,Shefa,,,,10-14,VU05,9235
2017,Shefa,,,,15-19,VU05,9519
2017,Shefa,,,,20-24,VU05,11092
2017,Shefa,,,,25-29,VU05,9886
2017,Shefa,,,,30-34,VU05,7407
2017,Shefa,,,,35-39,VU05,6410
2017,Shefa,,,,40-44,VU05,5420
2017,Shefa,,,,45-49,VU05,4877
2017,Shefa,,,,50-54,VU05,3741
2017,Shefa,,,,55-59,VU05,2841
2017,Shefa,,,,60-64,VU05,1883
2017,Shefa,,,,65+,VU05,3284
2017,Tafea,,,,0-4,VU06,5995
2017,Tafea,,,,5-9,VU06,6309
2017,Tafea,,,,10-14,VU06,5223
2017,Tafea,,,,15-19,VU06,3438
2017,Tafea,,,,20-24,VU06,2795
2017,Tafea,,,,25-29,VU06,2976
2017,Tafea,,,,30-34,VU06,1997
2017,Tafea,,,,35-39,VU06,2007
2017,Tafea,,,,40-44,VU06,1564
2017,Tafea,,,,45-49,VU06,1337
2017,Tafea,,,,50-54,VU06,1030
2017,Tafea,,,,55-59,VU06,938
2017,Tafea,,,,60-64,VU06,665
2017,Tafea,,,,65+,VU06,1637
2017,Torba,,,,0-4,VU01,1574
2017,Torba,,,,5-9,VU01,1492
2017,Torba,,,,10-14,VU01,1250
2017,Torba,,,,15-19,VU01,1017
2017,Torba,,,,20-24,VU01,863
2017,Torba,,,,25-29,VU01,823
2017,Torba,,,,30-34,VU01,678
2017,Torba,,,,35-39,VU01,543
2017,Torba,,,,40-44,VU01,469
2017,Torba,,,,45-49,VU01,443
2017,Torba,,,,50-54,VU01,345
2017,Torba,,,,55-59,VU01,248
2017,Torba,,,,60-64,VU01,210
2017,Torba,,,,65+,VU01,443
2017,,Ambae,,Male,,,6132
2017,,Ambae,,Female,,,5809
2017,,Ambrym,,Male,,,3907
2017,,Ambrym,,Female,,,3923
2017,,Banks,,Male,,,4756
2017,,Banks,,Female,,,4595
2017,,Efate,,Male,,,18509
2017,,Efate,,Female,,,17996
2017,,Epi,,Male,,,3391
2017,,Epi,,Female,,,3371
2017,,Luganville,,Male,,,8538
2017,,Luganville,,Female,,,8153
2017,,Maewo,,Male,,,1920
2017,,Maewo,,Female,,,1829
2017,,Malekula,,Male,,,16376
2017,,Malekula,,Female,,,15914
2017,,Malo,,Male,,,2308
2017,,Malo,,Female,,,2158
2017,,Paama,,Male,,,887
2017,,Paama,,Female,,,873
2017,,Pentecost,,Male,,,8882
2017,,Pentecost,,Female,,,8719
2017,,Port Vila,,Male,,,26771
2017,,Port Vila,,Female,,,25863
2017,,Santo Rural,,Male,,,17704
2017,,Santo Rural,,Female,,,16583
2017,,Shepherds,,Male,,,637
2017,,Shepherds,,Female,,,598
2017,,Tafea Outer Islands,,Male,,,2390
2017,,Tafea Outer Islands,,Female,,,2340
2017,,Tanna,,Male,,,16470
2017,,Tanna,,Female,,,16711
2017,,Tongoa,,Male,,,1386
2017,,Tongoa,,Female,,,1352
2017,,Torres,,Male,,,517
2017,,Torres,,Female,,,529
2017,,Ambae,,,0-4,,1684
2017,,Ambae,,,5-9,,1706
2017,,Ambae,,,10-14,,1434
2017,,Ambae,,,15-19,,1219
2017,,Ambae,,,20-24,,935
2017,,Ambae,,,25-29,,864
2017,,Ambae,,,30-34,,648
2017,,Ambae,,,35-39,,623
2017,,Ambae,,,40-44,,543
2017,,Ambae,,,45-49,,535
2017,,Ambae,,,50-54,,467
2017,,Ambae,,,55-59,,345
2017,,Ambae,,,60-64,,279
2017,,Ambae,,,65+,,660
2017,,Ambrym,,,0-4,,985
2017,,Ambrym,,,5-9,,1094
2017,,Ambrym,,,10-14,,1003
2017,,Ambrym,,,15-19,,736
2017,,Ambrym,,,20-24,,574
2017,,Ambrym,,,25-29,,551
2017,,Ambrym,,,30-34,,480
2017,,Ambrym,,,35-39,,408
2017,,Ambrym,,,40-44,,400
2017,,Ambrym,,,45-49,,312
2017,,Ambrym,,,50-54,,312
2017,,Ambrym,,,55-59,,230
2017,,Ambrym,,,60-64,,239
2017,,Ambrym,,,65+,,505
2017,,Banks,,,0-4,,1371
2017,,Banks,,,5-9,,1320
2017,,Banks,,,10-14,,1128
2017,,Banks,,,15-19,,953
2017,,Banks,,,20-24,,786
2017,,Banks,,,25-29,,737
2017,,Banks,,,30-34,,622
2017,,Banks,,,35-39,,481
2017,,Banks,,,40-44,,434
2017,,Banks,,,45-49,,401
2017,,Banks,,,50-54,,313
2017,,Banks,,,55-59,,219
2017,,Banks,,,60-64,,186
2017,,Banks,,,65+,,401
2017,,Efate,,,0-4,,5054
2017,,Efate,,,5-9,,4441
2017,,Efate,,,10-14,,3523
2017,,Efate,,,15-19,,3284
2017,,Efate,,,20-24,,3810
2017,,Efate,,,25-29,,3425
2017,,Efate,,,30-34,,2569
2017,,Efate,,,35-39,,2272
2017,,Efate,,,40-44,,1909
2017,,Efate,,,45-49,,1723
2017,,Efate,,,50-54,,1346
2017,,Efate,,,55-59,,1014
2017,,Efate,,,60-64,,728
2017,,Efate,,,65+,,1408
2017,,Epi,,,0-4,,1049
2017,,Epi,,,5-9,,891
2017,,Epi,,,10-14,,735
2017,,Epi,,,15-19,,764
2017,,Epi,,,20-24,,651
2017,,Epi,,,25-29,,504
2017,,Epi,,,30-34,,393
2017,,Epi,,,35-39,,341
2017,,Epi,,,40-44,,294
2017,,Epi,,,45-49,,289
2017,,Epi,,,50-54,,240
2017,,Epi,,,55-59,,161
2017,,Epi,,,60-64,,138
2017,,Epi,,,65+,,312
2017,,Luganville,,,0-4,,2225
2017,,Luganville,,,5-9,,1951
2017,,Luganville,,,10-14,,1671
2017,,Luganville,,,15-19,,1958
2017,,Luganville,,,20-24,,1792
2017,,Luganville,,,25-29,,1400
2017,,Luganville,,,30-34,,1162
2017,,Luganville,,,35-39,,1021
2017,,Luganville,,,40-44,,833
2017,,Luganville,,,45-49,,763
2017,,Luganville,,,50-54,,624
2017,,Luganville,,,55-59,,428
2017,,Luganville,,,60-64,,321
2017,,Luganville,,,65+,,542
2017,,Maewo,,,0-4,,601
2017,,Maewo,,,5-9,,544
2017,,Maewo,,,10-14,,394
2017,,Maewo,,,15-19,,308
2017,,Maewo,,,20-24,,311
2017,,Maewo,,,25-29,,284
2017,,Maewo,,,30-34,,239
2017,,Maewo,,,35-39,,209
2017,,Maewo,,,40-44,,210
2017,,Maewo,,,45-49,,172
2017,,Maewo,,,50-54,,141
2017,,Maewo,,,55-59,,82
2017,,Maewo,,,60-64,,84
2017,,Maewo,,,65+,,169
2017,,Malekula,,,0-4,,4870
2017,,Malekula,,,5-9,,4839
2017,,Malekula,,,10-14,,3618
2017,,Malekula,,,15-19,,2716
2017,,Malekula,,,20-24,,2280
2017,,Malekula,,,25-29,,2416
2017,,Malekula,,,30-34,,2187
2017,,Malekula,,,35-39,,2008
2017,,Malekula,,,40-44,,1538
2017,,Malekula,,,45-49,,1389
2017,,Malekula,,,50-54,,1106
2017,,Malekula,,,55-59,,890
2017,,Malekula,,,60-64,,695
2017,,Malekula,,,65+,,1740
2017,,Malo,,,0-4,,702
2017,,Malo,,,5-9,,610
2017,,Malo,,,10-14,,469
2017,,Malo,,,15-19,,391
2017,,Malo,,,20-24,,368
2017,,Malo,,,25-29,,349
2017,,Malo,,,30-34,,252
2017,,Malo,,,35-39,,244
2017,,Malo,,,40-44,,202
2017,,Malo,,,45-49,,193
2017,,Malo,,,50-54,,186
2017,,Malo,,,55-59,,151
2017,,Malo,,,60-64,,101
2017,,Malo,,,65+,,249
2017,,Paama,,,0-4,,205
2017,,Paama,,,5-9,,214
2017,,Paama,,,10-14,,239
2017,,Paama,,,15-19,,195
2017,,Paama,,,20-24,,100
2017,,Paama,,,25-29,,103
2017,,Paama,,,30-34,,93
2017,,Paama,,,35-39,,87
2017,,Paama,,,40-44,,84
2017,,Paama,,,45-49,,69
2017,,Paama,,,50-54,,90
2017,,Paama,,,55-59,,46
2017,,Paama,,,60-64,,67
2017,,Paama,,,65+,,168
2017,,Pentecost,,,0-4,,2779
2017,,Pentecost,,,5-9,,2813
2017,,Pentecost,,,10-14,,2170
2017,,Pentecost,,,15-19,,1413
2017,,Pentecost,,,20-24,,1223
2017,,Pentecost,,,25-29,,1214
2017,,Pentecost,,,30-34,,1101
2017,,Pentecost,,,35-39,,1026
2017,,Pentecost,,,40-44,,782
2017,,Pentecost,,,45-49,,761
2017,,Pentecost,,,50-54,,557
2017,,Pentecost,,,55-59,,475
2017,,Pentecost,,,60-64,,333
2017,,Pentecost,,,65+,,955
2017,,Port Vila,,,0-4,,6252
2017,,Port Vila,,,5-9,,5564
2017,,Port Vila,,,10-14,,4440
2017,,Port Vila,,,15-19,,5046
2017,,Port Vila,,,20-24,,6377
2017,,Port Vila,,,25-29,,5669
2017,,Port Vila,,,30-34,,4221
2017,,Port Vila,,,35-39,,3589
2017,,Port Vila,,,40-44,,3048
2017,,Port Vila,,,45-49,,2702
2017,,Port Vila,,,50-54,,2018
2017,,Port Vila,,,55-59,,1532
2017,,Port Vila,,,60-64,,909
2017,,Port Vila,,,65+,,1268
2017,,Santo Rural,,,0-4,,5379
2017,,Santo Rural,,,5-9,,5005
2017,,Santo Rural,,,10-14,,3834
2017,,Santo Rural,,,15-19,,3595
2017,,Santo Rural,,,20-24,,3108
2017,,Santo Rural,,,25-29,,2702
2017,,Santo Rural,,,30-34,,2242
2017,,Santo Rural,,,35-39,,2025
2017,,Santo Rural,,,40-44,,1515
2017,,Santo Rural,,,45-49,,1257
2017,,Santo Rural,,,50-54,,947
2017,,Santo Rural,,,55-59,,721
2017,,Santo Rural,,,60-64,,605
2017,,Santo Rural,,,65+,,1352
2017,,Shepherds,,,0-4,,130
2017,,Shepherds,,,5-9,,169
2017,,Shepherds,,,10-14,,161
2017,,Shepherds,,,15-19,,141
2017,,Shepherds,,,20-24,,89
2017,,Shepherds,,,25-29,,84
2017,,Shepherds,,,30-34,,77
2017,,Shepherds,,,35-39,,79
2017,,Shepherds,,,40-44,,44
2017,,Shepherds,,,45-49,,71
2017,,Shepherds,,,50-54,,47
2017,,Shepherds,,,55-59,,40
2017,,Shepherds,,,60-64,,21
2017,,Shepherds,,,65+,,83
2017,,Tafea Outer Islands,,,0-4,,759
2017,,Tafea Outer Islands,,,5-9,,748
2017,,Tafea Outer Islands,,,10-14,,621
2017,,Tafea Outer Islands,,,15-19,,458
2017,,Tafea Outer Islands,,,20-24,,349
2017,,Tafea Outer Islands,,,25-29,,340
2017,,Tafea Outer Islands,,,30-34,,266
2017,,Tafea Outer Islands,,,35-39,,246
2017,,Tafea Outer Islands,,,40-44,,188
2017,,Tafea Outer Islands,,,45-49,,190
2017,,Tafea Outer Islands,,,50-54,,157
2017,,Tafea Outer Islands,,,55-59,,92
2017,,Tafea Outer Islands,,,60-64,,83
2017,,Tafea Outer Islands,,,65+,,233
2017,,Tanna,,,0-4,,5236
2017,,Tanna,,,5-9,,5561
2017,,Tanna,,,10-14,,4602
2017,,Tanna,,,15-19,,2980
2017,,Tanna,,,20-24,,2446
2017,,Tanna,,,25-29,,2636
2017,,Tanna,,,30-34,,1731
2017,,Tanna,,,35-39,,1761
2017,,Tanna,,,40-44,,1375
2017,,Tanna,,,45-49,,1147
2017,,Tanna,,,50-54,,874
2017,,Tanna,,,55-59,,846
2017,,Tanna,,,60-64,,582
2017,,Tanna,,,65+,,1404
2017,,Tongoa,,,0-4,,358
2017,,Tongoa,,,5-9,,370
2017,,Tongoa,,,10-14,,377
2017,,Tongoa,,,15-19,,284
2017,,Tongoa,,,20-24,,166
2017,,Tongoa,,,25-29,,204
2017,,Tongoa,,,30-34,,147
2017,,Tongoa,,,35-39,,130
2017,,Tongoa,,,40-44,,125
2017,,Tongoa,,,45-49,,92
2017,,Tongoa,,,50-54,,90
2017,,Tongoa,,,55-59,,94
2017,,Tongoa,,,60-64,,87
2017,,Tongoa,,,65+,,213
2017,,Torres,,,0-4,,203
2017,,Torres,,,5-9,,172
2017,,Torres,,,10-14,,123
2017,,Torres,,,15-19,,64
2017,,Torres,,,20-24,,77
2017,,Torres,,,25-29,,86
2017,,Torres,,,30-34,,56
2017,,Torres,,,35-39,,62
2017,,Torres,,,40-44,,35
2017,,Torres,,,45-49,,42
2017,,Torres,,,50-54,,32
2017,,Torres,,,55-59,,29
2017,,Torres,,,60-64,,24
2017,,Torres,,,65+,,42
2017,,,aneityum,Male,,VU06021,762
2017,,,aneityum,Female,,VU06021,704
2017,,,aniwa,Male,,VU06005,205
2017,,,aniwa,Female,,VU06005,225
2017,,,canal - fanafo,Male,,VU02061,2679
2017,,,canal - fanafo,Female,,VU02061,2351
2017,,,central malekula,Male,,VU04008,3198
2017,,,central malekula,Female,,VU04008,3214
2017,,,central pentecost 1,Male,,VU03060,1389
2017,,,central pentecost 1,Female,,VU03060,1320
2017,,,central pentecost 2,Male,,VU03018,1936
2017,,,central pentecost 2,Female,,VU03018,2016
2017,,,east ambae,Male,,VU03051,1256
2017,,,east ambae,Female,,VU03051,1043
2017,,,east malo,Male,,VU02042,1072
2017,,,east malo,Female,,VU02042,986
2017,,,east santo,Male,,VU02056,2437
2017,,,east santo,Female,,VU02056,2357
2017,,,emau,Male,,VU05034,352
2017,,,emau,Female,,VU05034,349
2017,,,erakor,Male,,VU05040,4595
2017,,,erakor,Female,,VU05040,4530
2017,,,eratap,Male,,VU05003,3536
2017,,,eratap,Female,,VU05003,3258
2017,,,eton,Male,,VU05037,1873
2017,,,eton,Female,,VU05037,1727
2017,,,futuna,Male,,VU06004,344
2017,,,futuna,Female,,VU06004,333
2017,,,gaua,Male,,VU01053,1355
2017,,,gaua,Female,,VU01053,1281
2017,,,ifira,Male,,VU05039,596
2017,,,ifira,Female,,VU05039,618
2017,,,luganville,Male,,VU02001,8538
2017,,,luganville,Female,,VU02001,8153
2017,,,makimae,Male,,VU05033,637
2017,,,makimae,Female,,VU05033,598
2017,,,malorua,Male,,VU05041,1564
2017,,,malorua,Female,,VU05041,1420
2017,,,mele,Male,,VU05057,2404
2017,,,mele,Female,,VU05057,2445
2017,,,merelava,Male,,VU01065,285
2017,,,merelava,Female,,VU01065,316
2017,,,middle bush tanna,Male,,VU06062,3071
2017,,,middle bush tanna,Female,,VU06062,3076
2017,,,mota,Male,,VU01064,370
2017,,,mota,Female,,VU01064,327
2017,,,motalava,Male,,VU01063,829
2017,,,motalava,Female,,VU01063,888
2017,,,nguna,Male,,VU05036,884
2017,,,nguna,Female,,VU05036,884
2017,,,north ambae,Male,,VU03050,1989
2017,,,north ambae,Female,,VU03050,2025
2017,,,north ambrym,Male,,VU04011,1565
2017,,,north ambrym,Female,,VU04011,1665
2017,,,north east malekula,Male,,VU04007,3698
2017,,,north east malekula,Female,,VU04007,3631
2017,,,north efate,Male,,VU05035,1518
